u_id,i_id,overall,service,value,food,atmosphere
30,435,4.0,0.0,0.0,0.0,0.0
30,436,4.0,5.0,3.0,5.0,4.0
30,132,5.0,5.0,2.0,5.0,0.0
30,437,5.0,4.0,0.0,5.0,0.0
30,438,5.0,0.0,0.0,0.0,0.0
30,439,5.0,0.0,0.0,0.0,0.0
30,440,5.0,0.0,0.0,0.0,0.0
30,93,5.0,0.0,0.0,0.0,0.0
30,441,5.0,0.0,0.0,0.0,0.0
30,48,5.0,5.0,4.0,4.0,0.0
30,442,5.0,0.0,0.0,0.0,0.0
30,443,5.0,0.0,0.0,0.0,0.0
31,53,4.0,0.0,0.0,0.0,0.0
31,444,4.0,0.0,0.0,0.0,0.0
31,445,4.0,0.0,0.0,0.0,0.0
31,446,4.0,0.0,0.0,0.0,0.0
31,274,4.0,0.0,0.0,0.0,0.0
31,410,5.0,5.0,5.0,5.0,5.0
31,447,5.0,0.0,0.0,0.0,0.0
31,189,5.0,5.0,5.0,5.0,5.0
31,260,5.0,0.0,0.0,0.0,0.0
31,448,5.0,0.0,0.0,0.0,0.0
31,161,5.0,0.0,0.0,0.0,0.0
32,449,1.0,1.0,0.0,0.0,0.0
32,266,2.0,0.0,0.0,0.0,0.0
32,450,3.0,4.0,2.0,3.0,0.0
32,451,3.0,0.0,0.0,0.0,0.0
32,452,3.0,0.0,0.0,0.0,0.0
32,23,4.0,4.0,4.0,4.0,4.0
32,386,4.0,3.0,4.0,5.0,4.0
32,453,4.0,4.0,4.0,4.0,3.0
32,454,4.0,4.0,4.0,4.0,0.0
32,61,4.0,4.0,4.0,4.0,0.0
32,185,4.0,0.0,0.0,0.0,0.0
32,67,4.0,4.0,4.0,4.0,0.0
32,455,4.0,0.0,0.0,0.0,0.0
32,42,4.0,4.0,4.0,4.0,0.0
32,456,4.0,0.0,0.0,0.0,0.0
32,457,4.0,5.0,4.0,4.0,3.0
32,46,4.0,4.0,5.0,4.0,0.0
32,278,4.0,4.0,3.0,3.0,0.0
32,239,4.0,0.0,0.0,0.0,0.0
32,448,4.0,4.0,5.0,5.0,0.0
32,458,4.0,0.0,0.0,0.0,0.0
32,459,4.0,3.0,4.0,4.0,3.0
32,460,4.0,5.0,5.0,4.0,4.0
32,83,4.0,0.0,0.0,0.0,0.0
32,461,4.0,5.0,3.0,4.0,0.0
32,219,4.0,0.0,0.0,0.0,0.0
32,462,5.0,5.0,5.0,5.0,0.0
32,463,5.0,0.0,0.0,0.0,0.0
32,464,5.0,4.0,4.0,5.0,4.0
32,465,5.0,5.0,4.0,5.0,0.0
32,466,5.0,0.0,0.0,0.0,0.0
32,99,5.0,5.0,5.0,5.0,0.0
32,467,5.0,0.0,0.0,0.0,0.0
32,468,5.0,5.0,4.0,5.0,0.0
32,469,5.0,5.0,4.0,5.0,4.0
32,470,5.0,0.0,0.0,0.0,0.0
32,471,5.0,5.0,5.0,5.0,0.0
32,472,5.0,5.0,4.0,5.0,0.0
32,473,5.0,0.0,0.0,0.0,0.0
32,186,5.0,0.0,0.0,0.0,0.0
32,293,5.0,5.0,3.0,5.0,0.0
32,474,5.0,5.0,5.0,5.0,0.0
32,475,5.0,4.0,5.0,5.0,0.0
32,476,5.0,0.0,0.0,0.0,0.0
33,477,1.0,0.0,0.0,0.0,0.0
33,478,1.0,1.0,0.0,0.0,5.0
33,479,2.0,0.0,0.0,0.0,0.0
33,187,2.0,0.0,0.0,0.0,0.0
33,321,2.0,0.0,0.0,0.0,0.0
33,480,3.0,3.0,1.0,1.0,4.0
33,61,3.0,5.0,4.0,3.0,3.0
33,481,4.0,0.0,0.0,0.0,0.0
33,24,4.0,0.0,0.0,0.0,0.0
33,42,4.0,5.0,2.0,4.0,4.0
33,149,4.0,5.0,4.0,4.0,0.0
33,190,4.0,3.0,5.0,5.0,3.0
33,81,4.0,0.0,0.0,0.0,0.0
33,96,4.0,0.0,0.0,0.0,0.0
33,206,4.0,0.0,0.0,0.0,0.0
33,482,4.0,4.0,4.0,5.0,0.0
33,483,4.0,0.0,0.0,0.0,0.0
33,484,4.0,0.0,0.0,0.0,0.0
33,194,5.0,0.0,0.0,0.0,0.0
33,139,5.0,5.0,3.0,5.0,4.0
33,163,5.0,0.0,0.0,0.0,0.0
33,485,5.0,5.0,4.0,5.0,5.0
33,198,5.0,0.0,0.0,0.0,0.0
33,217,5.0,4.0,4.0,4.0,4.0
33,186,5.0,0.0,0.0,0.0,0.0
33,46,5.0,5.0,4.0,5.0,0.0
33,78,5.0,0.0,0.0,0.0,0.0
33,486,5.0,5.0,5.0,5.0,0.0
33,487,5.0,0.0,0.0,0.0,0.0
33,488,5.0,5.0,5.0,5.0,0.0
34,489,1.0,1.0,1.0,1.0,1.0
34,275,3.0,0.0,0.0,0.0,0.0
34,186,3.0,0.0,0.0,0.0,0.0
34,289,3.0,3.0,4.0,3.0,0.0
34,386,4.0,0.0,0.0,0.0,0.0
34,335,4.0,4.0,4.0,4.0,0.0
34,163,4.0,0.0,0.0,0.0,0.0
34,279,4.0,0.0,0.0,0.0,0.0
34,490,5.0,0.0,0.0,0.0,0.0
34,421,5.0,0.0,0.0,0.0,0.0
34,491,5.0,0.0,0.0,0.0,0.0
34,492,5.0,0.0,0.0,0.0,0.0
34,46,5.0,0.0,0.0,0.0,0.0
34,254,5.0,0.0,0.0,0.0,0.0
34,493,5.0,0.0,0.0,0.0,0.0
34,494,5.0,5.0,5.0,5.0,0.0
34,381,5.0,0.0,0.0,0.0,0.0
34,495,5.0,5.0,5.0,5.0,0.0
34,496,5.0,0.0,0.0,0.0,0.0
35,497,0.0,0.0,0.0,0.0,0.0
35,498,1.0,2.0,1.0,1.0,0.0
35,381,2.0,0.0,0.0,0.0,0.0
35,499,3.0,1.0,3.0,4.0,3.0
35,500,4.0,0.0,0.0,0.0,0.0
35,501,4.0,4.0,5.0,4.0,4.0
35,502,4.0,4.0,4.0,4.0,0.0
35,503,4.0,0.0,0.0,0.0,0.0
35,106,4.0,0.0,0.0,0.0,0.0
35,504,4.0,0.0,0.0,0.0,0.0
35,505,4.0,4.0,4.0,4.0,4.0
35,506,4.0,4.0,5.0,5.0,4.0
35,507,4.0,0.0,0.0,0.0,0.0
35,139,4.0,2.0,3.0,5.0,0.0
35,508,4.0,5.0,4.0,5.0,5.0
35,509,5.0,5.0,5.0,5.0,0.0
35,510,5.0,5.0,5.0,5.0,0.0
35,511,5.0,5.0,5.0,5.0,0.0
35,194,5.0,5.0,5.0,5.0,0.0
35,512,5.0,5.0,0.0,5.0,0.0
35,513,5.0,5.0,5.0,5.0,0.0
35,514,5.0,3.0,4.0,5.0,3.0
35,515,5.0,5.0,5.0,5.0,0.0
35,516,5.0,4.0,5.0,5.0,0.0
35,336,5.0,5.0,5.0,5.0,0.0
35,517,5.0,5.0,5.0,5.0,4.0
35,186,5.0,5.0,5.0,5.0,0.0
35,518,5.0,3.0,5.0,5.0,3.0
35,519,5.0,5.0,5.0,5.0,0.0
35,46,5.0,5.0,5.0,5.0,0.0
35,520,5.0,5.0,5.0,5.0,5.0
35,521,5.0,0.0,0.0,0.0,0.0
35,522,5.0,0.0,0.0,0.0,0.0
35,523,5.0,0.0,0.0,0.0,0.0
35,150,5.0,0.0,0.0,0.0,0.0
35,524,5.0,5.0,5.0,5.0,0.0
35,525,5.0,0.0,0.0,0.0,0.0
35,152,5.0,5.0,4.0,4.0,0.0
35,526,5.0,5.0,5.0,5.0,0.0
35,527,5.0,5.0,5.0,5.0,0.0
35,528,5.0,5.0,5.0,5.0,4.0
36,265,1.0,0.0,0.0,0.0,0.0
36,529,1.0,0.0,0.0,0.0,0.0
36,194,2.0,4.0,1.0,1.0,0.0
36,293,2.0,3.0,1.0,2.0,2.0
36,114,4.0,0.0,0.0,0.0,0.0
36,283,4.0,0.0,0.0,0.0,0.0
36,530,4.0,0.0,0.0,0.0,0.0
36,61,4.0,0.0,0.0,0.0,0.0
36,154,4.0,0.0,0.0,0.0,0.0
36,531,4.0,0.0,0.0,0.0,0.0
36,532,4.0,0.0,0.0,0.0,0.0
36,533,4.0,0.0,0.0,0.0,0.0
36,91,4.0,4.0,4.0,5.0,0.0
36,229,4.0,0.0,0.0,0.0,0.0
36,115,4.0,0.0,0.0,0.0,0.0
36,534,4.0,0.0,0.0,0.0,0.0
36,535,4.0,3.0,4.0,4.0,0.0
36,536,4.0,0.0,0.0,0.0,0.0
36,269,4.0,0.0,0.0,0.0,0.0
36,537,5.0,0.0,0.0,0.0,0.0
36,538,5.0,0.0,0.0,0.0,0.0
36,539,5.0,0.0,0.0,0.0,0.0
36,540,5.0,0.0,0.0,0.0,0.0
36,541,5.0,0.0,0.0,0.0,0.0
36,46,5.0,5.0,5.0,5.0,0.0
36,270,5.0,0.0,0.0,0.0,0.0
36,106,5.0,0.0,0.0,0.0,0.0
36,542,5.0,5.0,5.0,5.0,5.0
36,386,5.0,0.0,0.0,0.0,0.0
36,543,5.0,0.0,0.0,0.0,0.0
37,48,1.0,0.0,0.0,0.0,0.0
37,61,1.0,0.0,0.0,0.0,0.0
37,544,3.0,0.0,0.0,0.0,0.0
37,545,3.0,0.0,0.0,0.0,0.0
37,22,3.0,0.0,0.0,0.0,0.0
37,546,3.0,0.0,0.0,0.0,0.0
37,547,3.0,0.0,0.0,0.0,0.0
37,548,3.0,0.0,0.0,0.0,0.0
37,549,4.0,4.0,5.0,5.0,4.0
37,113,4.0,0.0,0.0,0.0,0.0
37,382,4.0,0.0,0.0,0.0,0.0
37,550,4.0,0.0,0.0,0.0,0.0
37,408,4.0,4.0,3.0,4.0,4.0
37,551,4.0,0.0,0.0,0.0,0.0
37,284,4.0,0.0,0.0,0.0,0.0
37,552,4.0,0.0,0.0,0.0,0.0
37,553,4.0,4.0,3.0,3.0,0.0
37,40,5.0,0.0,0.0,0.0,0.0
37,241,5.0,0.0,0.0,0.0,0.0
37,554,5.0,0.0,0.0,0.0,0.0
37,143,5.0,5.0,5.0,5.0,5.0
37,555,5.0,0.0,0.0,0.0,0.0
37,177,5.0,0.0,0.0,0.0,0.0
37,556,5.0,0.0,0.0,0.0,0.0
37,557,5.0,3.0,5.0,5.0,0.0
37,115,5.0,0.0,0.0,0.0,0.0
38,465,3.0,4.0,3.0,3.0,0.0
38,78,3.0,0.0,0.0,0.0,0.0
38,352,4.0,4.0,4.0,5.0,5.0
38,77,4.0,4.0,4.0,4.0,4.0
38,558,4.0,5.0,4.0,4.0,0.0
38,559,4.0,5.0,5.0,4.0,0.0
38,560,4.0,0.0,0.0,0.0,0.0
38,561,4.0,0.0,0.0,0.0,0.0
38,562,4.0,0.0,0.0,0.0,0.0
38,563,4.0,4.0,3.0,4.0,0.0
38,564,4.0,3.0,3.0,4.0,0.0
38,354,4.0,0.0,0.0,0.0,0.0
38,239,4.0,4.0,3.0,4.0,4.0
38,75,4.0,0.0,0.0,0.0,0.0
38,146,4.0,4.0,4.0,4.0,0.0
38,565,5.0,4.0,5.0,5.0,0.0
38,14,5.0,5.0,5.0,5.0,4.0
38,566,5.0,4.0,5.0,5.0,0.0
38,5,5.0,4.0,5.0,5.0,3.0
38,72,5.0,5.0,4.0,5.0,0.0
38,243,5.0,5.0,4.0,4.0,5.0
38,87,5.0,0.0,0.0,0.0,0.0
38,567,5.0,4.0,4.0,5.0,5.0
39,568,1.0,0.0,0.0,0.0,0.0
39,194,2.0,2.0,1.0,2.0,4.0
39,569,2.0,0.0,0.0,0.0,0.0
39,570,2.0,0.0,0.0,0.0,0.0
39,523,3.0,0.0,0.0,0.0,0.0
39,571,3.0,0.0,0.0,0.0,0.0
39,572,3.0,0.0,0.0,0.0,0.0
39,251,3.0,0.0,0.0,0.0,0.0
39,274,3.0,5.0,3.0,3.0,0.0
39,276,3.0,5.0,3.0,3.0,3.0
39,180,3.0,0.0,0.0,0.0,0.0
39,573,3.0,3.0,3.0,4.0,0.0
39,574,3.0,0.0,0.0,0.0,0.0
39,14,3.0,0.0,0.0,0.0,0.0
39,575,3.0,0.0,0.0,0.0,0.0
39,576,3.0,4.0,2.0,3.0,3.0
39,577,4.0,0.0,0.0,0.0,0.0
39,578,4.0,0.0,0.0,0.0,0.0
39,579,4.0,0.0,0.0,0.0,0.0
39,580,4.0,0.0,0.0,0.0,0.0
39,581,4.0,0.0,0.0,0.0,0.0
39,46,4.0,5.0,5.0,5.0,0.0
39,224,4.0,0.0,0.0,0.0,0.0
39,61,4.0,0.0,0.0,0.0,0.0
39,582,4.0,0.0,0.0,0.0,0.0
39,357,4.0,0.0,0.0,0.0,0.0
39,583,4.0,0.0,0.0,0.0,0.0
39,584,4.0,0.0,0.0,0.0,0.0
39,585,4.0,0.0,0.0,0.0,0.0
39,586,4.0,0.0,0.0,0.0,0.0
39,587,4.0,0.0,0.0,0.0,0.0
39,40,4.0,0.0,0.0,0.0,0.0
39,206,4.0,0.0,0.0,0.0,0.0
39,588,4.0,0.0,0.0,0.0,0.0
39,448,4.0,3.0,3.0,4.0,0.0
39,163,4.0,0.0,0.0,0.0,0.0
39,589,5.0,5.0,5.0,5.0,0.0
39,81,5.0,0.0,0.0,0.0,0.0
39,421,5.0,5.0,4.0,5.0,0.0
39,590,5.0,0.0,0.0,0.0,0.0
39,591,5.0,0.0,0.0,0.0,0.0
39,592,5.0,0.0,0.0,0.0,0.0
39,593,5.0,0.0,0.0,0.0,0.0
39,320,5.0,0.0,0.0,0.0,0.0
39,594,5.0,0.0,0.0,0.0,0.0
39,595,5.0,4.0,4.0,5.0,3.0
39,596,5.0,5.0,5.0,5.0,0.0
39,597,5.0,5.0,5.0,5.0,0.0
39,388,5.0,0.0,0.0,0.0,0.0
39,106,5.0,0.0,0.0,0.0,0.0
39,270,5.0,0.0,0.0,0.0,0.0
39,598,5.0,0.0,0.0,0.0,0.0
39,599,5.0,0.0,0.0,0.0,0.0
39,9,5.0,0.0,0.0,0.0,0.0
39,600,5.0,0.0,0.0,0.0,0.0
39,150,5.0,5.0,5.0,5.0,5.0
39,601,5.0,5.0,4.0,5.0,0.0
39,602,5.0,0.0,0.0,0.0,0.0
39,152,5.0,0.0,0.0,0.0,0.0
39,505,5.0,5.0,5.0,5.0,0.0
39,325,5.0,0.0,0.0,0.0,0.0
40,603,2.0,0.0,0.0,0.0,0.0
40,604,3.0,0.0,0.0,0.0,0.0
40,605,4.0,0.0,0.0,0.0,0.0
40,606,4.0,3.0,4.0,5.0,0.0
40,386,4.0,4.0,5.0,5.0,0.0
40,227,4.0,0.0,0.0,0.0,0.0
40,309,4.0,4.0,4.0,4.0,0.0
40,607,4.0,4.0,4.0,5.0,0.0
40,608,5.0,0.0,0.0,0.0,0.0
40,209,5.0,5.0,4.0,5.0,0.0
40,609,5.0,0.0,0.0,0.0,0.0
40,263,5.0,0.0,0.0,0.0,0.0
40,610,5.0,0.0,0.0,0.0,0.0
40,497,5.0,5.0,4.0,5.0,4.0
40,186,5.0,3.0,4.0,5.0,0.0
40,611,5.0,0.0,0.0,0.0,0.0
40,612,5.0,5.0,5.0,5.0,5.0
40,293,5.0,4.0,4.0,5.0,0.0
40,169,5.0,0.0,0.0,0.0,0.0
41,445,1.0,1.0,1.0,1.0,1.0
41,613,1.0,2.0,2.0,1.0,0.0
41,614,3.0,3.0,2.0,4.0,3.0
41,615,3.0,0.0,0.0,0.0,0.0
41,616,3.0,0.0,0.0,0.0,0.0
41,270,3.0,4.0,3.0,3.0,0.0
41,617,4.0,0.0,0.0,0.0,0.0
41,161,4.0,0.0,0.0,0.0,0.0
41,46,4.0,4.0,5.0,4.0,0.0
41,618,4.0,0.0,0.0,0.0,0.0
41,619,4.0,0.0,0.0,0.0,0.0
41,620,4.0,4.0,5.0,5.0,4.0
41,284,4.0,4.0,4.0,5.0,0.0
41,621,4.0,0.0,0.0,0.0,0.0
41,13,5.0,0.0,0.0,0.0,0.0
41,396,5.0,5.0,5.0,5.0,0.0
41,622,5.0,0.0,0.0,0.0,0.0
42,623,2.0,3.0,2.0,2.0,0.0
42,218,3.0,0.0,0.0,0.0,0.0
42,40,4.0,4.0,4.0,5.0,5.0
42,624,4.0,5.0,4.0,5.0,0.0
42,268,5.0,0.0,0.0,0.0,0.0
42,625,5.0,5.0,5.0,5.0,0.0
42,626,5.0,5.0,5.0,5.0,0.0
42,72,5.0,5.0,4.0,5.0,0.0
42,187,5.0,0.0,0.0,0.0,0.0
42,627,5.0,5.0,5.0,5.0,5.0
43,95,3.0,2.0,3.0,4.0,0.0
43,519,3.0,0.0,0.0,0.0,0.0
43,628,3.0,3.0,3.0,3.0,0.0
43,629,3.0,0.0,0.0,0.0,0.0
43,630,3.0,3.0,3.0,3.0,0.0
43,306,3.0,3.0,3.0,3.0,0.0
43,112,4.0,3.0,4.0,4.0,0.0
43,46,4.0,0.0,0.0,0.0,0.0
43,631,4.0,0.0,0.0,0.0,0.0
43,42,4.0,4.0,4.0,4.0,0.0
43,632,4.0,4.0,4.0,4.0,0.0
43,288,4.0,5.0,4.0,4.0,3.0
43,61,5.0,5.0,5.0,5.0,0.0
43,476,5.0,5.0,5.0,5.0,0.0
44,242,3.0,0.0,0.0,0.0,0.0
44,633,3.0,2.0,3.0,3.0,0.0
44,13,3.0,0.0,0.0,0.0,0.0
44,495,3.0,0.0,0.0,0.0,0.0
44,225,4.0,0.0,0.0,0.0,0.0
44,67,4.0,0.0,0.0,0.0,0.0
44,429,4.0,4.0,4.0,4.0,0.0
44,634,4.0,0.0,0.0,0.0,0.0
44,46,4.0,0.0,0.0,0.0,0.0
44,635,4.0,0.0,0.0,0.0,0.0
44,636,5.0,0.0,0.0,0.0,0.0
44,278,5.0,5.0,5.0,5.0,0.0
44,148,5.0,0.0,0.0,0.0,0.0
44,627,5.0,0.0,0.0,0.0,0.0
44,637,5.0,0.0,0.0,0.0,0.0
45,638,4.0,4.0,3.0,3.0,0.0
45,283,4.0,5.0,4.0,4.0,0.0
45,273,4.0,5.0,3.0,4.0,0.0
45,639,4.0,4.0,3.0,4.0,0.0
45,196,4.0,5.0,4.0,5.0,0.0
45,163,4.0,4.0,3.0,3.0,0.0
45,640,4.0,0.0,0.0,0.0,0.0
45,641,5.0,5.0,5.0,5.0,0.0
45,642,5.0,5.0,3.0,5.0,0.0
45,643,5.0,0.0,0.0,0.0,0.0
45,644,5.0,0.0,0.0,0.0,0.0
45,645,5.0,0.0,0.0,0.0,0.0
45,646,5.0,5.0,3.0,5.0,0.0
45,383,5.0,5.0,5.0,5.0,0.0
46,647,1.0,0.0,0.0,0.0,0.0
46,648,1.0,4.0,1.0,1.0,0.0
46,649,1.0,1.0,1.0,1.0,0.0
46,72,2.0,3.0,2.0,3.0,0.0
46,650,2.0,4.0,3.0,1.0,0.0
46,651,2.0,0.0,0.0,0.0,0.0
46,652,2.0,2.0,2.0,1.0,0.0
46,653,3.0,3.0,3.0,4.0,0.0
46,163,3.0,4.0,3.0,3.0,0.0
46,546,3.0,0.0,0.0,0.0,0.0
46,69,3.0,3.0,3.0,2.0,0.0
46,517,3.0,4.0,4.0,3.0,0.0
46,478,3.0,5.0,3.0,3.0,0.0
46,599,3.0,4.0,3.0,3.0,0.0
46,654,4.0,5.0,5.0,5.0,0.0
46,313,4.0,5.0,4.0,5.0,0.0
46,161,4.0,0.0,0.0,0.0,0.0
46,655,4.0,5.0,4.0,4.0,0.0
46,656,4.0,5.0,4.0,4.0,0.0
46,497,4.0,5.0,4.0,4.0,0.0
46,657,4.0,5.0,5.0,4.0,0.0
46,658,4.0,5.0,5.0,4.0,0.0
46,659,4.0,5.0,4.0,4.0,0.0
46,229,4.0,0.0,0.0,0.0,0.0
46,660,4.0,4.0,4.0,3.0,0.0
46,661,4.0,5.0,4.0,4.0,0.0
46,293,4.0,4.0,4.0,5.0,0.0
46,662,4.0,0.0,0.0,0.0,0.0
46,663,4.0,4.0,4.0,4.0,0.0
46,421,4.0,4.0,4.0,4.0,0.0
46,664,4.0,5.0,4.0,4.0,0.0
46,665,4.0,5.0,4.0,4.0,0.0
46,666,4.0,5.0,5.0,4.0,0.0
46,255,5.0,5.0,5.0,5.0,0.0
46,667,5.0,5.0,5.0,5.0,0.0
46,194,5.0,5.0,4.0,5.0,0.0
46,124,5.0,5.0,5.0,5.0,0.0
46,42,5.0,5.0,5.0,5.0,0.0
46,668,5.0,5.0,5.0,5.0,0.0
46,390,5.0,5.0,5.0,5.0,0.0
46,669,5.0,5.0,5.0,5.0,0.0
46,251,5.0,5.0,5.0,5.0,0.0
46,189,5.0,0.0,0.0,0.0,0.0
46,670,5.0,5.0,5.0,5.0,0.0
46,218,5.0,5.0,5.0,5.0,0.0
46,671,5.0,5.0,5.0,5.0,0.0
46,672,5.0,5.0,5.0,5.0,0.0
46,673,5.0,5.0,4.0,5.0,0.0
46,674,5.0,5.0,5.0,5.0,0.0
46,675,5.0,5.0,5.0,5.0,0.0
46,676,5.0,5.0,5.0,5.0,0.0
46,677,5.0,0.0,0.0,0.0,0.0
46,678,5.0,0.0,0.0,0.0,0.0
46,679,5.0,0.0,0.0,0.0,0.0
46,186,5.0,4.0,5.0,5.0,0.0
46,680,5.0,5.0,5.0,5.0,0.0
46,681,5.0,5.0,5.0,5.0,0.0
46,682,5.0,5.0,5.0,5.0,0.0
46,683,5.0,5.0,5.0,5.0,0.0
46,46,5.0,0.0,0.0,0.0,0.0
46,684,5.0,5.0,5.0,5.0,0.0
46,685,5.0,5.0,5.0,5.0,0.0
46,150,5.0,5.0,5.0,5.0,0.0
46,308,5.0,5.0,5.0,5.0,0.0
46,248,5.0,5.0,5.0,5.0,0.0
46,686,5.0,4.0,5.0,5.0,0.0
46,687,5.0,4.0,4.0,4.0,0.0
46,688,5.0,5.0,5.0,5.0,0.0
46,65,5.0,5.0,5.0,5.0,0.0
47,99,1.0,5.0,5.0,5.0,3.0
47,689,1.0,3.0,2.0,3.0,0.0
47,46,3.0,4.0,4.0,3.0,3.0
47,690,3.0,0.0,0.0,0.0,0.0
47,691,5.0,0.0,0.0,0.0,0.0
47,464,5.0,0.0,0.0,0.0,0.0
47,692,5.0,5.0,5.0,5.0,5.0
47,628,5.0,0.0,0.0,0.0,0.0
47,268,5.0,0.0,0.0,0.0,0.0
47,693,5.0,5.0,4.0,5.0,5.0
47,238,5.0,5.0,5.0,5.0,3.0
47,694,5.0,0.0,0.0,0.0,0.0
47,356,5.0,0.0,0.0,0.0,0.0
48,695,3.0,0.0,0.0,0.0,0.0
48,161,3.0,0.0,0.0,0.0,0.0
48,53,3.0,0.0,0.0,0.0,0.0
48,152,4.0,5.0,5.0,4.0,3.0
48,696,4.0,0.0,0.0,0.0,0.0
48,201,4.0,0.0,0.0,0.0,0.0
48,217,4.0,4.0,4.0,4.0,4.0
48,697,4.0,0.0,0.0,0.0,0.0
48,698,4.0,0.0,0.0,0.0,0.0
48,564,4.0,0.0,0.0,0.0,0.0
48,278,4.0,4.0,4.0,5.0,0.0
48,72,4.0,0.0,0.0,0.0,0.0
48,699,4.0,4.0,5.0,0.0,4.0
48,700,4.0,4.0,2.0,5.0,0.0
48,33,5.0,5.0,4.0,5.0,4.0
48,701,5.0,0.0,0.0,0.0,0.0
48,702,5.0,0.0,0.0,0.0,0.0
48,196,5.0,5.0,4.0,5.0,0.0
48,703,5.0,0.0,0.0,0.0,0.0
48,704,5.0,5.0,4.0,5.0,4.0
48,106,5.0,5.0,5.0,5.0,0.0
48,46,5.0,0.0,0.0,0.0,0.0
48,386,5.0,0.0,0.0,0.0,0.0
48,149,5.0,0.0,0.0,0.0,0.0
49,705,1.0,0.0,0.0,0.0,0.0
49,706,2.0,0.0,0.0,0.0,0.0
49,707,3.0,0.0,0.0,0.0,0.0
49,264,4.0,0.0,0.0,0.0,0.0
49,708,4.0,0.0,0.0,0.0,0.0
49,709,4.0,0.0,0.0,0.0,0.0
49,544,4.0,0.0,0.0,0.0,0.0
49,710,4.0,0.0,0.0,0.0,0.0
49,311,5.0,0.0,0.0,0.0,0.0
49,437,5.0,0.0,0.0,0.0,0.0
49,194,5.0,0.0,0.0,0.0,0.0
49,26,5.0,5.0,5.0,5.0,0.0
49,236,5.0,0.0,0.0,0.0,0.0
49,13,5.0,5.0,4.0,5.0,4.0
49,554,5.0,0.0,0.0,0.0,0.0
49,186,5.0,5.0,5.0,5.0,0.0
49,386,5.0,4.0,5.0,5.0,5.0
49,711,5.0,5.0,5.0,5.0,0.0
49,149,5.0,0.0,0.0,0.0,0.0
50,712,1.0,0.0,0.0,0.0,0.0
50,298,1.0,2.0,2.0,1.0,1.0
50,243,3.0,0.0,0.0,0.0,0.0
50,713,4.0,0.0,0.0,0.0,0.0
50,449,4.0,2.0,3.0,5.0,0.0
50,714,4.0,0.0,0.0,0.0,0.0
50,715,4.0,0.0,0.0,0.0,0.0
50,44,5.0,0.0,0.0,0.0,0.0
50,46,5.0,0.0,0.0,0.0,0.0
50,529,5.0,0.0,0.0,0.0,0.0
50,716,5.0,4.0,5.0,5.0,0.0
51,48,4.0,5.0,4.0,5.0,0.0
51,78,4.0,0.0,0.0,0.0,0.0
51,186,4.0,5.0,4.0,5.0,0.0
51,673,4.0,4.0,3.0,4.0,0.0
51,121,4.0,4.0,4.0,4.0,4.0
51,585,4.0,0.0,0.0,0.0,0.0
51,72,4.0,0.0,0.0,0.0,0.0
51,717,5.0,0.0,0.0,0.0,0.0
51,154,5.0,0.0,0.0,0.0,0.0
51,718,5.0,0.0,0.0,0.0,0.0
51,352,5.0,5.0,5.0,5.0,0.0
51,719,5.0,0.0,0.0,0.0,0.0
52,67,1.0,1.0,1.0,2.0,1.0
52,720,3.0,0.0,0.0,0.0,0.0
52,154,3.0,0.0,0.0,0.0,0.0
52,721,3.0,0.0,0.0,0.0,0.0
52,722,4.0,0.0,0.0,0.0,0.0
52,723,4.0,4.0,5.0,4.0,4.0
52,206,4.0,0.0,0.0,0.0,0.0
52,194,5.0,0.0,0.0,0.0,0.0
52,16,5.0,5.0,3.0,5.0,5.0
52,724,5.0,5.0,5.0,5.0,5.0
52,61,5.0,0.0,0.0,0.0,0.0
52,725,5.0,0.0,0.0,0.0,0.0
52,726,5.0,0.0,0.0,0.0,0.0
53,727,1.0,1.0,1.0,1.0,0.0
53,728,4.0,4.0,4.0,4.0,4.0
53,175,4.0,5.0,5.0,3.0,0.0
53,16,4.0,0.0,0.0,0.0,0.0
53,632,4.0,4.0,4.0,4.0,5.0
53,299,4.0,4.0,4.0,4.0,4.0
53,729,4.0,0.0,0.0,0.0,0.0
53,730,5.0,4.0,5.0,5.0,0.0
53,159,5.0,5.0,5.0,5.0,0.0
53,380,5.0,5.0,5.0,5.0,5.0
53,149,5.0,4.0,4.0,5.0,5.0
53,731,5.0,5.0,5.0,5.0,5.0
53,2,5.0,0.0,0.0,0.0,0.0
54,177,2.0,2.0,2.0,3.0,0.0
54,732,4.0,4.0,4.0,4.0,0.0
54,733,4.0,4.0,4.0,4.0,0.0
54,734,4.0,4.0,4.0,4.0,0.0
54,735,4.0,5.0,4.0,4.0,4.0
54,736,4.0,4.0,4.0,4.0,3.0
54,290,5.0,5.0,5.0,5.0,0.0
54,737,5.0,5.0,5.0,5.0,0.0
54,189,5.0,5.0,5.0,5.0,0.0
54,636,5.0,5.0,5.0,5.0,0.0
54,738,5.0,4.0,5.0,5.0,4.0
54,280,5.0,5.0,5.0,5.0,0.0
54,739,5.0,5.0,5.0,5.0,0.0
54,316,5.0,5.0,5.0,5.0,0.0
55,224,3.0,4.0,2.0,3.0,2.0
55,61,3.0,0.0,0.0,0.0,0.0
55,356,3.0,0.0,0.0,0.0,0.0
55,740,4.0,0.0,0.0,0.0,0.0
55,741,4.0,5.0,4.0,4.0,0.0
55,40,4.0,0.0,0.0,0.0,0.0
55,742,5.0,0.0,0.0,0.0,0.0
55,561,5.0,5.0,5.0,5.0,0.0
